code,meaning,warehouse_row_count,warehouse_patient_count,candidate_origins,amyloid_tier,amyloid_signal_categories,review_bucket,suggested_atom_ids,suggested_atom_names,suggestion_scores,audit_flags
R16.1,"Splenomegaly, not elsewhere classified",2267,225,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,Tier 3 — Organ-context signals (nonspecific alone),GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
D69.3,Immune thrombocytopenic purpura,11523,216,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
I37.0,Nonrheumatic pulmonary valve stenosis,2184,204,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
J38.6,Stenosis of larynx,1732,200,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
Q25.6,Stenosis of pulmonary artery,1105,199,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
H04.551,Acquired stenosis of right nasolacrimal duct,494,195,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
H04.552,Acquired stenosis of left nasolacrimal duct,588,195,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I63.511,Cerebral infarction due to unspecified occlusion or stenosis of right middle cerebral artery,4976,190,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I63.512,Cerebral infarction due to unspecified occlusion or stenosis of left middle cerebral artery,4026,186,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I50.31,Acute diastolic (congestive) heart failure,1196,184,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Cardiac signals,NONSPECIFIC_SUPPORT_REVIEW,hf_any | hfpef,Heart failure | Heart failure with preserved ejection fraction,"hf_any:10.0(phrase;same_icd_category;tokens=congestive,failure,heart) | hfpef:5.0(same_icd_category;tokens=diastolic,failure,heart)",
D36.10,"Benign neoplasm of peripheral nerves and autonomic nervous system, unspecified",991,181,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,dysautonomia,Autonomic dysfunction / dysautonomia,"dysautonomia:3.0(tokens=autonomic,nervou,system)",
I63.50,Cerebral infarction due to unspecified occlusion or stenosis of unspecified cerebral artery,3025,178,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
G56.92,Unspecified mononeuropathy of left upper limb,744,173,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,cts_bilateral | cts_left,"Bilateral carpal tunnel syndrome | Carpal tunnel syndrome, left","cts_bilateral:3.0(same_icd_category;tokens=left) | cts_left:3.0(tokens=left,limb,upper)",
I50.41,Acute combined systolic (congestive) and diastolic (congestive) heart failure,1248,165,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Cardiac signals,NONSPECIFIC_SUPPORT_REVIEW,hf_any | hfpef,Heart failure | Heart failure with preserved ejection fraction,"hf_any:10.0(phrase;same_icd_category;tokens=congestive,failure,heart) | hfpef:5.0(same_icd_category;tokens=diastolic,failure,heart)",
K75.9,"Inflammatory liver disease, unspecified",1594,145,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
G63,Polyneuropathy in diseases classified elsewhere,640,143,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
D63.1,Anemia in chronic kidney disease,448,139,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Renal signals,NONSPECIFIC_SUPPORT_REVIEW,renal_dysfunction,Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=chronic,kidney)",
I50.40,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure,1196,139,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Cardiac signals,NONSPECIFIC_SUPPORT_REVIEW,hf_any | hfpef,Heart failure | Heart failure with preserved ejection fraction,"hf_any:10.0(phrase;same_icd_category;tokens=congestive,failure,heart) | hfpef:5.0(same_icd_category;tokens=diastolic,failure,heart)",
M54.14,"Radiculopathy, thoracic region",821,137,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
K75.89,Other specified inflammatory liver diseases,1784,135,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
B17.10,Acute hepatitis C without hepatic coma,1162,134,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
H04.553,Acquired stenosis of bilateral nasolacrimal duct,257,134,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
M47.814,"Spondylosis without myelopathy or radiculopathy, thoracic region",601,129,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N05.1,Unspecified nephritic syndrome with focal and segmental glomerular lesions,8594,123,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
S46.011A,"Strain of muscle(s) and tendon(s) of the rotator cuff of right shoulder, initial encounter",596,116,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | shoulder_disorder,"Other shoulder disorder | Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(tokens=cuff,rotator,shoulder) | shoulder_disorder:3.0(tokens=cuff,rotator,shoulder)",
K31.1,Adult hypertrophic pyloric stenosis,2155,112,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
M48.04,"Spinal stenosis, thoracic region",967,111,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Neurologic / autonomic signals | Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,lumbar_stenosis,Lumbar spinal stenosis,"lumbar_stenosis:4.0(same_icd_category;tokens=spinal,stenosi)",
M47.819,"Spondylosis without myelopathy or radiculopathy, site unspecified",1545,109,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
M54.18,"Radiculopathy, sacral and sacrococcygeal region",424,98,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
I34.2,Nonrheumatic mitral (valve) stenosis,485,97,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I63.231,Cerebral infarction due to unspecified occlusion or stenosis of right carotid arteries,295,96,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
D69.0,Allergic purpura,1162,94,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
B02.23,Postherpetic polyneuropathy,516,93,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
S46.012A,"Strain of muscle(s) and tendon(s) of the rotator cuff of left shoulder, initial encounter",343,87,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | shoulder_disorder,"Other shoulder disorder | Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(tokens=cuff,rotator,shoulder) | shoulder_disorder:3.0(tokens=cuff,rotator,shoulder)",
K91.2,"Postsurgical malabsorption, not elsewhere classified",4590,81,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
G57.91,Unspecified mononeuropathy of right lower limb,389,79,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
G57.92,Unspecified mononeuropathy of left lower limb,430,78,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
G58.9,"Mononeuropathy, unspecified",415,77,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
T82.857A,"Stenosis of other cardiac prosthetic devices, implants and grafts, initial encounter",372,77,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
F50.82,Avoidant/restrictive food intake disorder,306,75,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,,Cardiac signals,NONSPECIFIC_SUPPORT_REVIEW,eating_disorder_label,Anorexia nervosa / eating disorder diagnosis,"eating_disorder_label:8.0(phrase;tokens=avoidant,food,intake,restrictive)",
I50.82,Biventricular heart failure,638,75,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Cardiac signals,NONSPECIFIC_SUPPORT_REVIEW,hf_any | hfpef,Heart failure | Heart failure with preserved ejection fraction,"hf_any:9.0(phrase;same_icd_category;tokens=failure,heart) | hfpef:4.0(same_icd_category;tokens=failure,heart)",
D13.5,Benign neoplasm of extrahepatic bile ducts,427,73,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
G56.90,Unspecified mononeuropathy of unspecified upper limb,389,72,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
S46.011D,"Strain of muscle(s) and tendon(s) of the rotator cuff of right shoulder, subsequent encounter",408,70,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | shoulder_disorder,"Other shoulder disorder | Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(tokens=cuff,rotator,shoulder) | shoulder_disorder:3.0(tokens=cuff,rotator,shoulder)",
I50.810,"Right heart failure, unspecified",595,69,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Cardiac signals,NONSPECIFIC_SUPPORT_REVIEW,hf_any | hfpef,Heart failure | Heart failure with preserved ejection fraction,"hf_any:9.0(phrase;same_icd_category;tokens=failure,heart) | hfpef:4.0(same_icd_category;tokens=failure,heart)",
S46.012D,"Strain of muscle(s) and tendon(s) of the rotator cuff of left shoulder, subsequent encounter",384,68,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | shoulder_disorder,"Other shoulder disorder | Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(tokens=cuff,rotator,shoulder) | shoulder_disorder:3.0(tokens=cuff,rotator,shoulder)",
I63.532,Cerebral infarction due to unspecified occlusion or stenosis of left posterior cerebral artery,679,63,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
S46.001A,"Unspecified injury of muscle(s) and tendon(s) of the rotator cuff of right shoulder, initial encounter",172,61,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | shoulder_disorder,"Other shoulder disorder | Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(tokens=cuff,rotator,shoulder) | shoulder_disorder:3.0(tokens=cuff,rotator,shoulder)",
I50.812,Chronic right heart failure,454,58,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Cardiac signals,NONSPECIFIC_SUPPORT_REVIEW,hf_any | hfpef,Heart failure | Heart failure with preserved ejection fraction,"hf_any:9.0(phrase;same_icd_category;tokens=failure,heart) | hfpef:5.0(same_icd_category;tokens=chronic,failure,heart)",
O12.13,"Gestational proteinuria, third trimester",213,58,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
I37.2,Nonrheumatic pulmonary valve stenosis with insufficiency,346,57,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I50.813,Acute on chronic right heart failure,428,54,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Cardiac signals,NONSPECIFIC_SUPPORT_REVIEW,hf_any | hfpef,Heart failure | Heart failure with preserved ejection fraction,"hf_any:9.0(phrase;same_icd_category;tokens=failure,heart) | hfpef:5.0(same_icd_category;tokens=chronic,failure,heart)",
I50.89,Other heart failure,259,54,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Cardiac signals,NONSPECIFIC_SUPPORT_REVIEW,hf_any | hfpef,Heart failure | Heart failure with preserved ejection fraction,"hf_any:9.0(phrase;same_icd_category;tokens=failure,heart) | hfpef:4.0(same_icd_category;tokens=failure,heart)",
K71.9,"Toxic liver disease, unspecified",258,51,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
O90.3,Peripartum cardiomyopathy,399,49,SUPPLIED_895_LIST,,Cardiac signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
M50.122,Cervical disc disorder at C5-C6 level with radiculopathy,105,46,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
I63.531,Cerebral infarction due to unspecified occlusion or stenosis of right posterior cerebral artery,334,43,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
S46.002A,"Unspecified injury of muscle(s) and tendon(s) of the rotator cuff of left shoulder, initial encounter",158,42,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,biceps_rupture | rotator_cuff | shoulder_disorder,"Other shoulder disorder | Rotator cuff tear / repair | Spontaneous distal biceps tendon rupture (""Popeye sign"")","biceps_rupture:3.0(same_icd_category;tokens=tendon) | rotator_cuff:3.0(tokens=cuff,rotator,shoulder) | shoulder_disorder:3.0(tokens=cuff,rotator,shoulder)",
I63.239,Cerebral infarction due to unspecified occlusion or stenosis of unspecified carotid artery,159,41,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
M50.10,"Cervical disc disorder with radiculopathy, unspecified cervical region",164,40,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N88.2,Stricture and stenosis of cervix uteri,196,38,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I63.232,Cerebral infarction due to unspecified occlusion or stenosis of left carotid arteries,174,36,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I63.20,Cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral arteries,272,35,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
M47.818,"Spondylosis without myelopathy or radiculopathy, sacral and sacrococcygeal region",209,35,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
N02.2,Recurrent and persistent hematuria with diffuse membranous glomerulonephritis,2256,35,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
S43.421A,"Sprain of right rotator cuff capsule, initial encounter",167,35,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
I50.811,Acute right heart failure,376,32,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Cardiac signals,NONSPECIFIC_SUPPORT_REVIEW,hf_any | hfpef,Heart failure | Heart failure with preserved ejection fraction,"hf_any:9.0(phrase;same_icd_category;tokens=failure,heart) | hfpef:4.0(same_icd_category;tokens=failure,heart)",
H47.011,"Ischemic optic neuropathy, right eye",80,31,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
I05.2,Rheumatic mitral stenosis with insufficiency,146,31,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
M54.13,"Radiculopathy, cervicothoracic region",117,31,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
Q61.9,"Cystic kidney disease, unspecified",2781,31,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
I65.01,Occlusion and stenosis of right vertebral artery,127,30,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
K90.89,Other intestinal malabsorption,204,30,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
B16.9,Acute hepatitis B without delta-agent and without hepatic coma,216,29,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
C24.0,Malignant neoplasm of extrahepatic bile duct,249,29,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
O12.12,"Gestational proteinuria, second trimester",200,28,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
S43.422A,"Sprain of left rotator cuff capsule, initial encounter",220,28,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
B15.9,Hepatitis A without hepatic coma,152,27,SUPPLIED_895_LIST,,GI / hepatobiliary signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
I65.02,Occlusion and stenosis of left vertebral artery,193,27,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
D36.13,"Benign neoplasm of peripheral nerves and autonomic nervous system of lower limb, including hip",95,26,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,dysautonomia,Autonomic dysfunction / dysautonomia,"dysautonomia:3.0(tokens=autonomic,nervou,system)",
G60.3,Idiopathic progressive neuropathy,867,26,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,idiopathic_progressive_neuropathy | mild_sensory_polyneuropathy | polyneuropathy | sfn,Idiopathic progressive neuropathy | Mild-to-moderate length-dependent sensory polyneuropathy | Polyneuropathy / peripheral neuropathy | Small-fiber neuropathy,"idiopathic_progressive_neuropathy:8.0(phrase;tokens=idiopathic,neuropathy,progressive) | polyneuropathy:7.0(phrase;tokens=neuropathy,progressive) | mild_sensory_polyneuropathy:3.0(same_icd_category;tokens=neuropathy) | sfn:3.0(same_icd_category;tokens=neuropathy)",
G62.2,Polyneuropathy due to other toxic agents,82,26,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,mild_sensory_polyneuropathy,Mild-to-moderate length-dependent sensory polyneuropathy,mild_sensory_polyneuropathy:3.0(same_icd_category;tokens=polyneuropathy),
D36.11,"Benign neoplasm of peripheral nerves and autonomic nervous system of face, head, and neck",239,25,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,dysautonomia,Autonomic dysfunction / dysautonomia,"dysautonomia:3.0(tokens=autonomic,nervou,system)",
I50.814,Right heart failure due to left heart failure,163,25,SUPPLIED_465_LIST | SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Cardiac signals,NONSPECIFIC_SUPPORT_REVIEW,hf_any | hfpef | thick_walls,Heart failure | Heart failure with preserved ejection fraction | Unexplained left-ventricular wall thickness / LVH,"hf_any:9.0(phrase;same_icd_category;tokens=failure,heart) | hfpef:4.0(same_icd_category;tokens=failure,heart) | thick_walls:3.0(same_icd_category;tokens=left)",
H61.303,"Acquired stenosis of external ear canal, unspecified, bilateral",73,24,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,NONSPECIFIC_SUPPORT_REVIEW,,,,
N05.0,Unspecified nephritic syndrome with minor glomerular abnormality,967,24,SUPPLIED_895_LIST,,Renal signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
G90.3,Multi-system degeneration of the autonomic nervous system,174,23,SUPPLIED_895_LIST | CONFIGURED_ICD_CATEGORY,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,dysautonomia,Autonomic dysfunction / dysautonomia,"dysautonomia:5.0(same_icd_category;tokens=autonomic,nervou,system)",
H47.012,"Ischemic optic neuropathy, left eye",97,23,SUPPLIED_895_LIST,,Neurologic / autonomic signals,NONSPECIFIC_SUPPORT_REVIEW,,,,
